           Day,    Flow (cfs),Direct Runoff (cfs),Base Flow (cfs),,Base Flow Index (BFI): 0.199
19,0.47,0.26,0.21,,
20,0.53,0.32,0.21,,
21,0.47,0.26,0.21,,
22,0.53,0.32,0.21,,
23,0.52,0.31,0.21,,
24,0.47,0.26,0.21,,
25,0.52,0.32,0.2,,
26,0.53,0.33,0.2,,
27,0.52,0.32,0.2,,
28,0.47,0.27,0.2,,
29,0.53,0.33,0.2,,
30,0.53,0.33,0.2,,
1,0.53,0.33,0.2,,
2,0.53,0.33,0.2,,
3,0.53,0.34,0.19,,
4,0.52,0.33,0.19,,
5,0.47,0.28,0.19,,
6,0.53,0.34,0.19,,
7,0.47,0.28,0.19,,
8,0.51,0.32,0.19,,
9,0.51,0.32,0.19,,
10,0.52,0.33,0.19,,
11,0.51,0.32,0.19,,
12,0.47,0.29,0.18,,
13,0.51,0.33,0.18,,
14,0.47,0.29,0.18,,
15,0.52,0.34,0.18,,
16,0.5,0.32,0.18,,
17,0.48,0.3,0.18,,
18,0.49,0.31,0.18,,
19,0.47,0.29,0.18,,
20,0.5,0.32,0.18,,
21,0.47,0.29,0.18,,
22,0.54,0.36,0.18,,
23,0.51,0.33,0.18,,
24,0.51,0.33,0.18,,
25,0.47,0.3,0.17,,
26,0.47,0.3,0.17,,
27,0.5,0.33,0.17,,
28,0.51,0.34,0.17,,
29,0.49,0.32,0.17,,
30,0.51,0.34,0.17,,
31,0.44,0.27,0.17,,
1,0.38,0.21,0.17,,
2,0.46,0.29,0.17,,
3,0.34,0.17,0.17,,
4,0.38,0.22,0.16,,
5,0.38,0.22,0.16,,
6,0.39,0.23,0.16,,
7,0.38,0.22,0.16,,
8,0.39,0.23,0.16,,
9,0.46,0.3,0.16,,
10,0.39,0.23,0.16,,
11,0.38,0.22,0.16,,
12,0.39,0.23,0.16,,
13,0.54,0.38,0.16,,
14,46.23,45.68,0.55,,
15,49.16,48.19,0.97,,
16,53.54,52.14,1.4,,
17,11.48,10.02,1.46,,
18,10.77,9.25,1.52,,
19,62.9,60.88,2.02,,
20,13.07,10.99,2.08,,
21,5.33,3.27,2.06,,
22,5.35,3.3,2.05,,
23,57.33,54.84,2.49,,
24,159.21,155.4,3.81,,
25,170.38,165.2,5.18,,
26,451.41,442.45,8.96,,
27,161.69,151.58,10.11,,
28,86.04,75.47,10.57,,
29,51.08,40.37,10.71,,
30,47.22,36.4,10.82,,
1,52.43,41.46,10.97,,
2,408.6,394.39,14.21,,
3,419.25,401.8,17.45,,
4,171.98,153.53,18.45,,
5,87.51,68.83,18.68,,
6,54.76,36.13,18.63,,
7,63.5,44.85,18.65,,
8,48.3,29.76,18.54,,
9,47.78,29.36,18.42,,
10,55.28,36.9,18.38,,
11,43.23,25,18.23,,
12,413,391.7,21.3,,
13,161.93,139.82,22.11,,
14,67.36,45.3,22.06,,
15,229.17,205.74,23.43,,
16,314.63,289.14,25.49,,
17,164.47,138.27,26.2,,
18,231.66,204.19,27.47,,
19,211.5,182.98,28.52,,
20,100.84,72.25,28.59,,
21,78.22,49.77,28.45,,
22,71.53,43.27,28.26,,
23,102.95,74.6,28.35,,
24,338.47,307.98,30.49,,
25,135.7,104.9,30.8,,
26,212.17,180.4,31.77,,
27,100.27,68.54,31.73,,
28,119.85,87.98,31.87,,
29,129.51,97.42,32.09,,
30,95.45,63.45,32,,
31,174.23,141.62,32.61,,
1,178.34,145.11,33.23,,
2,340.26,305.02,35.24,,
3,133.16,97.77,35.39,,
4,92.33,57.14,35.19,,
5,81.9,47,34.9,,
6,150.76,115.55,35.21,,
7,156.39,120.82,35.57,,
8,82.33,47.06,35.27,,
9,378.43,340.87,37.56,,
10,224.85,186.41,38.44,,
11,126.94,88.49,38.45,,
12,92.1,53.95,38.15,,
13,312.33,272.55,39.78,,
14,202.91,162.5,40.41,,
15,149.43,108.87,40.56,,
16,90.64,50.45,40.19,,
17,69.2,29.55,39.65,,
18,75.98,36.8,39.18,,
19,221.84,181.85,39.99,,
20,223.2,182.41,40.79,,
21,228.91,187.29,41.62,,
22,702.87,656.32,46.55,,
23,430.47,381.5,48.97,,
24,227.55,178,49.55,,
25,170.41,120.79,49.62,,
26,197.43,147.51,49.92,,
27,104.09,54.69,49.4,,
28,110.1,61.15,48.95,,
29,89.07,40.74,48.33,,
30,72.46,24.88,47.58,,
31,70.1,23.27,46.83,,
1,54.47,8.5,45.97,,
2,53.36,8.24,45.12,,
3,49.95,5.68,44.27,,
4,50.28,6.83,43.45,,
5,47.19,4.57,42.62,,
6,47.01,5.2,41.81,,
7,42.97,1.98,40.99,,
8,32.82,0,32.82,,
9,29.97,0,29.97,,
10,22.08,0,22.08,,
11,21.95,0.31,21.64,,
12,21.8,0.59,21.21,,
13,21.25,0.46,20.79,,
14,20.93,0.55,20.38,,
15,19.34,0,19.34,,
16,55.44,36.17,19.27,,
17,42.45,23.36,19.09,,
18,41.59,22.68,18.91,,
19,24.33,5.75,18.58,,
20,20.89,2.66,18.23,,
21,52.53,34.36,18.17,,
22,49.88,31.8,18.08,,
23,40.63,22.71,17.92,,
24,36.61,18.88,17.73,,
25,25.06,7.62,17.44,,
26,22.34,5.2,17.14,,
27,21.69,4.85,16.84,,
28,21.72,5.17,16.55,,
29,22.82,6.55,16.27,,
30,12.99,0,12.99,,
1,11.7,0,11.7,,
2,14.17,2.68,11.49,,
3,40.24,28.73,11.51,,
4,51.23,39.6,11.63,,
5,118.91,106.58,12.33,,
6,52.61,40.17,12.44,,
7,50.12,37.6,12.52,,
8,197.53,183.65,13.88,,
9,77.77,63.61,14.16,,
10,53.08,38.86,14.22,,
11,49.83,35.58,14.25,,
12,42.91,28.7,14.21,,
13,40.5,26.34,14.16,,
14,42.88,28.75,14.13,,
15,35.68,21.64,14.04,,
16,29.28,15.39,13.89,,
17,21.33,7.65,13.68,,
18,20.98,7.51,13.47,,
19,20.85,7.58,13.27,,
20,19.34,6.28,13.06,,
21,14.06,1.25,12.81,,
22,13.92,1.35,12.57,,
23,13.62,1.29,12.33,,
24,13.05,0.96,12.09,,
25,14.32,2.45,11.87,,
26,14.33,2.68,11.65,,
27,17.17,5.7,11.47,,
28,13.43,2.17,11.26,,
29,12.87,1.82,11.05,,
30,12.52,1.68,10.84,,
31,9.87,0,9.87,,
1,9.38,0,9.38,,
2,8.94,0,8.94,,
3,9.04,0.28,8.76,,
4,8.78,0.19,8.59,,
5,7.11,0,7.11,,
6,6.86,0,6.86,,
7,6.57,0,6.57,,
8,5.81,0,5.81,,
9,5.13,0,5.13,,
10,5.64,0.61,5.03,,
11,5.08,0.15,4.93,,
12,4.39,0,4.39,,
13,4.1,0,4.1,,
14,3.58,0,3.58,,
15,3.74,0.23,3.51,,
16,3.45,0.01,3.44,,
17,3.05,0,3.05,,
18,2.92,0,2.92,,
19,2.7,0,2.7,,
20,2.54,0,2.54,,
21,2.43,0,2.43,,
22,1.73,0,1.73,,
23,1.68,0,1.68,,
24,1.55,0,1.55,,
25,1.55,0.03,1.52,,
26,1.44,0,1.44,,
27,1.46,0.05,1.41,,
28,1.49,0.11,1.38,,
29,0.93,0,0.93,,
30,0.87,0,0.87,,
1,1.71,0.85,0.86,,
2,3.36,2.5,0.86,,
3,3.27,2.4,0.87,,
4,3.27,2.4,0.87,,
5,3.23,2.35,0.88,,
6,3.1,2.22,0.88,,
7,3.05,2.17,0.88,,
8,4.24,3.35,0.89,,
9,2.9,2.01,0.89,,
10,2.96,2.07,0.89,,
11,2.92,2.03,0.89,,
12,2.94,2.05,0.89,,
13,2.88,1.99,0.89,,
14,2.98,2.09,0.89,,
15,3.05,2.16,0.89,,
16,2.99,2.1,0.89,,
17,2.96,2.07,0.89,,
18,2.94,2.05,0.89,,
19,2.85,1.96,0.89,,
20,2.96,2.07,0.89,,
21,2.91,2.02,0.89,,
22,2.83,1.94,0.89,,
23,2.92,2.03,0.89,,
24,2.83,1.94,0.89,,
25,2.83,1.94,0.89,,
26,2.88,1.99,0.89,,
27,2.77,1.88,0.89,,
28,2.76,1.87,0.89,,
29,2.62,1.74,0.88,,
30,2.76,1.88,0.88,,
31,2.76,1.88,0.88,,
1,2.75,1.87,0.88,,
2,2.79,1.91,0.88,,
3,2.78,1.9,0.88,,
4,2.75,1.87,0.88,,
5,2.62,1.74,0.88,,
6,2.77,1.89,0.88,,
7,2.79,1.92,0.87,,
8,2.82,1.95,0.87,,
9,2.77,1.9,0.87,,
10,2.75,1.88,0.87,,
11,2.78,1.91,0.87,,
12,2.62,1.75,0.87,,
13,3.06,2.19,0.87,,
14,3.05,2.18,0.87,,
15,3.05,2.18,0.87,,
16,3.05,2.17,0.88,,
17,3.11,2.23,0.88,,
18,3.04,2.16,0.88,,
19,3.05,2.17,0.88,,
20,2.8,1.92,0.88,,
21,2.62,1.74,0.88,,
22,2.8,1.92,0.88,,
23,2.77,1.89,0.88,,
24,2.78,1.9,0.88,,
25,2.83,1.95,0.88,,
26,2.62,1.75,0.87,,
27,2.76,1.89,0.87,,
28,2.81,1.94,0.87,,
29,2.76,1.89,0.87,,
30,2.29,1.42,0.87,,
31,2.28,1.42,0.86,,
1,2.27,1.41,0.86,,
2,2.42,1.57,0.85,,
3,2.27,1.42,0.85,,
4,2.31,1.47,0.84,,
5,2.27,1.43,0.84,,
6,2.25,1.41,0.84,,
7,2.28,1.45,0.83,,
8,2.25,1.42,0.83,,
9,2.42,1.6,0.82,,
10,2.28,1.46,0.82,,
11,2.06,1.24,0.82,,
12,2.03,1.22,0.81,,
13,2.03,1.23,0.8,,
14,2.02,1.22,0.8,,
15,2.05,1.26,0.79,,
16,1.87,1.08,0.79,,
17,2.04,1.26,0.78,,
18,2.05,1.27,0.78,,
19,2.05,1.28,0.77,,
20,2.05,1.28,0.77,,
21,2.06,1.29,0.77,,
22,2.04,1.28,0.76,,
23,1.87,1.11,0.76,,
24,2.06,1.31,0.75,,
25,2.04,1.29,0.75,,
26,2.1,1.35,0.75,,
27,2.05,1.31,0.74,,
28,3.47,2.72,0.75,,
1,3.29,2.53,0.76,,
2,3.74,2.97,0.77,,
3,3.71,2.93,0.78,,
4,3.12,2.34,0.78,,
5,2.78,1.99,0.79,,
6,3.73,2.93,0.8,,
7,3.6,2.79,0.81,,
8,3.34,2.53,0.81,,
9,3.74,2.92,0.82,,
10,3.3,2.47,0.83,,
11,3.36,2.53,0.83,,
12,4.78,3.93,0.85,,
13,4.8,3.93,0.87,,
14,4.56,3.68,0.88,,
15,4.57,3.67,0.9,,
16,4.78,3.87,0.91,,
17,4.78,3.85,0.93,,
18,3.91,2.97,0.94,,
19,3.65,2.71,0.94,,
20,2.87,1.93,0.94,,
21,2.66,1.72,0.94,,
22,2.77,1.84,0.93,,
23,2.62,1.69,0.93,,
24,2.72,1.79,0.93,,
25,2.42,1.5,0.92,,
26,2.26,1.35,0.91,,
27,2.27,1.36,0.91,,
28,1.95,1.05,0.9,,
29,2.01,1.12,0.89,,
30,1.87,0.99,0.88,,
31,2.03,1.16,0.87,,
1,2.06,1.19,0.87,,
2,2.02,1.16,0.86,,
3,2.02,1.17,0.85,,
4,1.99,1.14,0.85,,
5,2.02,1.18,0.84,,
6,1.87,1.04,0.83,,
7,2.02,1.19,0.83,,
8,2.02,1.2,0.82,,
9,2.01,1.2,0.81,,
10,1.87,1.06,0.81,,
11,2.01,1.21,0.8,,
12,2.01,1.21,0.8,,
13,1.71,0.92,0.79,,
14,1.71,0.93,0.78,,
15,1.98,1.2,0.78,,
16,1.9,1.13,0.77,,
17,1.73,0.97,0.76,,
18,1.55,0.8,0.75,,
19,1.72,0.97,0.75,,
20,1.55,0.81,0.74,,
21,1.72,0.99,0.73,,
22,1.73,1,0.73,,
23,1.52,0.8,0.72,,
24,1.51,0.8,0.71,,
25,1.53,0.82,0.71,,
26,1.52,0.82,0.7,,
27,1.39,0.7,0.69,,
28,1.54,0.85,0.69,,
29,1.52,0.84,0.68,,
30,1.54,0.87,0.67,,
1,1.55,0.88,0.67,,
2,1.54,0.88,0.66,,
3,1.51,0.85,0.66,,
4,1.39,0.74,0.65,,
5,1.47,0.83,0.64,,
6,1.45,0.81,0.64,,
7,1.44,0.81,0.63,,
8,1.65,1.02,0.63,,
9,1.52,0.9,0.62,,
10,1.54,0.92,0.62,,
11,1.25,0.64,0.61,,
12,1.59,0.98,0.61,,
13,1.55,0.95,0.6,,
14,1.25,0.65,0.6,,
15,1.54,0.95,0.59,,
16,1.54,0.95,0.59,,
17,1.53,0.94,0.59,,
18,1.25,0.67,0.58,,
19,1.58,1,0.58,,
20,1.25,0.68,0.57,,
21,1.4,0.83,0.57,,
22,1.35,0.79,0.56,,
23,1.37,0.81,0.56,,
24,1.38,0.82,0.56,,
25,1.25,0.7,0.55,,
26,1.37,0.82,0.55,,
27,1.25,0.71,0.54,,
28,1.38,0.84,0.54,,
29,1.38,0.84,0.54,,
30,1.38,0.85,0.53,,
31,1.37,0.84,0.53,,
1,0.74,0.22,0.52,,
2,1.43,0.91,0.52,,
3,1.35,0.83,0.52,,
4,1.31,0.8,0.51,,
5,1.25,0.74,0.51,,
6,1.26,0.76,0.5,,
7,0.55,0.05,0.5,,
8,0.54,0.05,0.49,,
9,0.55,0.07,0.48,,
10,0.55,0.08,0.47,,
11,0.55,0.09,0.46,,
12,0.55,0.1,0.45,,
13,1.17,0.72,0.45,,
14,1.16,0.71,0.45,,
15,0.54,0.1,0.44,,
16,1.18,0.74,0.44,,
17,1.16,0.73,0.43,,
18,2.09,1.65,0.44,,
19,2.18,1.73,0.45,,
20,2.21,1.76,0.45,,
21,2.96,2.5,0.46,,
22,8.07,7.55,0.52,,
23,5.17,4.62,0.55,,
24,3.82,3.25,0.57,,
25,2.9,2.32,0.58,,
26,2.79,2.2,0.59,,
27,2.09,1.5,0.59,,
28,1.92,1.33,0.59,,
29,1.1,0.52,0.58,,
30,3.9,3.3,0.6,,
1,3.53,2.92,0.61,,
2,2.89,2.27,0.62,,
3,2.18,1.56,0.62,,
4,2.41,1.79,0.62,,
5,1.99,1.37,0.62,,
6,1.1,0.49,0.61,,
7,1.93,1.32,0.61,,
8,1.77,1.16,0.61,,
9,1.76,1.15,0.61,,
10,1.52,0.91,0.61,,
11,1.26,0.66,0.6,,
12,1.58,0.98,0.6,,
13,0.74,0.15,0.59,,
14,2.11,1.52,0.59,,
15,12.83,12.15,0.68,,
16,7.94,7.21,0.73,,
17,25.89,24.95,0.94,,
18,30.28,29.11,1.17,,
19,51.75,50.16,1.59,,
20,38.3,36.42,1.88,,
21,45.19,42.97,2.22,,
22,214.64,210.62,4.02,,
23,390.37,383.07,7.3,,
24,108.82,100.78,8.04,,
25,78.47,69.98,8.49,,
26,54.4,45.67,8.73,,
27,41.43,32.59,8.84,,
28,42.73,33.77,8.96,,
29,105.82,96.2,9.62,,
30,102.75,92.51,10.24,,
31,69.31,58.76,10.55,,
1,130.39,119,11.39,,
2,137.72,125.46,12.26,,
3,63.82,51.35,12.47,,
4,41.65,29.18,12.47,,
5,156.37,142.89,13.48,,
6,415.62,398.91,16.71,,
7,158.42,140.81,17.61,,
8,107.09,89.05,18.04,,
9,83.38,65.13,18.25,,
10,48.07,29.92,18.15,,
11,70.24,52,18.24,,
12,59.91,41.67,18.24,,
13,54.82,36.62,18.2,,
14,45.98,27.9,18.08,,
15,42.23,24.3,17.93,,
16,46.87,29.04,17.83,,
17,27.64,10.08,17.56,,
18,25.72,8.44,17.28,,
19,27.07,10.05,17.02,,
20,18.21,1.51,16.7,,
21,17.18,0.81,16.37,,
22,44.58,28.29,16.29,,
23,46.74,30.51,16.23,,
24,35.29,19.21,16.08,,
25,27.42,11.56,15.86,,
26,18.72,3.15,15.57,,
27,19.51,4.22,15.29,,
28,39.63,24.43,15.2,,
29,41.43,26.3,15.13,,
30,25.19,10.27,14.92,,
31,41.43,26.58,14.85,,
1,27.57,12.9,14.67,,
2,180.16,164.34,15.82,,
3,177.83,160.92,16.91,,
4,137.94,120.31,17.63,,
5,133.06,114.77,18.29,,
6,72.74,54.34,18.4,,
7,146.15,127.01,19.14,,
8,117.4,97.78,19.62,,
9,95.57,75.68,19.89,,
10,197.29,176.25,21.04,,
11,164.92,143.05,21.87,,
12,108.82,86.62,22.2,,
13,83.92,61.63,22.29,,
14,77.37,55.04,22.33,,
15,72.15,49.83,22.32,,
16,53.56,31.41,22.15,,
17,51.53,29.56,21.97,,
18,45.93,24.19,21.74,,
19,39.7,18.23,21.47,,
20,37.39,16.21,21.18,,
21,34.55,13.67,20.88,,
22,28.57,8.04,20.53,,
23,26.72,6.54,20.18,,
24,18.61,0,18.61,,
25,17.52,0,17.52,,
26,14.7,0,14.7,,
27,14.23,0,14.23,,
28,18.73,4.74,13.99,,
29,12.96,0,12.96,,
30,13.23,0.52,12.71,,
1,12.99,0.53,12.46,,
2,13.29,1.07,12.22,,
3,12.4,0.42,11.98,,
4,6.41,0,6.41,,
5,9.54,3.23,6.31,,
6,8.79,2.58,6.21,,
7,6.19,0.11,6.08,,
8,6.25,0.29,5.96,,
9,13.39,7.48,5.91,,
10,6.35,0.55,5.8,,
11,6.2,0.51,5.69,,
12,8.42,2.82,5.6,,
13,4.67,0,4.67,,
14,6.25,1.66,4.59,,
15,13.64,9.06,4.58,,
16,10.89,6.35,4.54,,
17,6.56,2.09,4.47,,
18,6.3,1.9,4.4,,
19,7.72,3.38,4.34,,
20,6.18,1.91,4.27,,
21,6.06,1.86,4.2,,
22,5.34,1.21,4.13,,
23,6.72,2.65,4.07,,
24,4.99,0.99,4,,
25,4.89,0.97,3.92,,
26,4.4,0.55,3.85,,
27,3.5,0,3.5,,
28,3.54,0.11,3.43,,
29,2.76,0,2.76,,
30,2.11,0,2.11,,
31,2.15,0.08,2.07,,
1,2.08,0.05,2.03,,
2,2.77,0.78,1.99,,
3,2.05,0.1,1.95,,
4,2.57,0.65,1.92,,
5,1.98,0.1,1.88,,
6,2.19,0.34,1.85,,
7,1.95,0.14,1.81,,
8,1.96,0.18,1.78,,
9,1.84,0.1,1.74,,
10,1.51,0,1.51,,
11,1.58,0.1,1.48,,
12,1.47,0.02,1.45,,
13,1.5,0.08,1.42,,
14,1.47,0.07,1.4,,
15,1.48,0.11,1.37,,
16,1.23,0,1.23,,
17,1.47,0.26,1.21,,
18,1.47,0.28,1.19,,
19,1.5,0.33,1.17,,
20,1.47,0.33,1.14,,
21,1.48,0.35,1.13,,
22,1.48,0.37,1.11,,
23,1.23,0.15,1.08,,
24,1.47,0.4,1.07,,
25,1.48,0.43,1.05,,
26,1.2,0.17,1.03,,
27,1.09,0.08,1.01,,
28,1.06,0.07,0.99,,
29,1.07,0.1,0.97,,
30,1.1,0.15,0.95,,
1,1.05,0.11,0.94,,
2,1.06,0.14,0.92,,
3,1.02,0.12,0.9,,
4,1,0.12,0.88,,
5,1.05,0.18,0.87,,
6,1.08,0.23,0.85,,
7,0.97,0.13,0.84,,
8,0.7,0,0.7,,
9,0.7,0.01,0.69,,
10,0.73,0.06,0.67,,
11,0.69,0.03,0.66,,
12,0.71,0.06,0.65,,
13,0.7,0.07,0.63,,
14,0.85,0.23,0.62,,
15,0.7,0.09,0.61,,
16,0.69,0.09,0.6,,
17,0.68,0.09,0.59,,
18,0.92,0.34,0.58,,
19,0.93,0.36,0.57,,
20,0.92,0.36,0.56,,
21,0.97,0.41,0.56,,
22,0.92,0.37,0.55,,
23,0.96,0.42,0.54,,
24,0.76,0.23,0.53,,
25,0.85,0.33,0.52,,
26,0.74,0.22,0.52,,
27,0.72,0.21,0.51,,
28,0.85,0.35,0.5,,
29,0.74,0.25,0.49,,
30,0.73,0.25,0.48,,
31,0.73,0.25,0.48,,
1,0.75,0.28,0.47,,
2,1.01,0.54,0.47,,
3,1.04,0.58,0.46,,
4,1.1,0.64,0.46,,
5,1.05,0.6,0.45,,
6,1.07,0.62,0.45,,
7,1.02,0.57,0.45,,
8,1.04,0.6,0.44,,
9,1.03,0.59,0.44,,
10,1.05,0.61,0.44,,
11,1.1,0.67,0.43,,
12,0.95,0.52,0.43,,
13,0.95,0.53,0.42,,
14,0.94,0.52,0.42,,
15,0.93,0.51,0.42,,
16,0.94,0.53,0.41,,
17,0.92,0.51,0.41,,
18,0.97,0.56,0.41,,
19,0.92,0.52,0.4,,
20,0.93,0.53,0.4,,
21,0.98,0.58,0.4,,
22,0.92,0.53,0.39,,
23,0.93,0.54,0.39,,
24,1.06,0.67,0.39,,
25,1.1,0.71,0.39,,
26,1.1,0.71,0.39,,
27,1.05,0.67,0.38,,
28,1.02,0.64,0.38,,
29,1.03,0.65,0.38,,
30,1.02,0.64,0.38,,
31,1.01,0.63,0.38,,
1,0.97,0.6,0.37,,
2,0.73,0.36,0.37,,
3,0.77,0.41,0.36,,
4,0.76,0.4,0.36,,
5,0.75,0.39,0.36,,
6,0.74,0.39,0.35,,
7,0.73,0.38,0.35,,
8,0.85,0.5,0.35,,
9,0.74,0.4,0.34,,
10,0.74,0.4,0.34,,
11,0.75,0.41,0.34,,
12,0.69,0.36,0.33,,
13,0.75,0.42,0.33,,
14,0.74,0.41,0.33,,
15,0.85,0.52,0.33,,
16,0.74,0.42,0.32,,
17,0.85,0.53,0.32,,
18,0.75,0.43,0.32,,
19,0.75,0.43,0.32,,
20,0.75,0.44,0.31,,
21,0.72,0.41,0.31,,
22,0.85,0.54,0.31,,
23,0.71,0.4,0.31,,
24,0.57,0.27,0.3,,
25,0.55,0.25,0.3,,
26,0.57,0.27,0.3,,
27,0.58,0.29,0.29,,
28,0.57,0.28,0.29,,
1,0.74,0.45,0.29,,
2,0.54,0.26,0.28,,
3,0.56,0.28,0.28,,
4,0.55,0.27,0.28,,
5,0.57,0.3,0.27,,
6,0.74,0.47,0.27,,
7,0.56,0.29,0.27,,
8,0.74,0.47,0.27,,
9,0.52,0.25,0.27,,
10,0.51,0.25,0.26,,
11,0.55,0.29,0.26,,
12,0.55,0.29,0.26,,
13,0.54,0.29,0.25,,
14,0.55,0.3,0.25,,
15,0.74,0.49,0.25,,
16,0.55,0.3,0.25,,
17,0.55,0.3,0.25,,
18,0.53,0.29,0.24,,
19,0.56,0.32,0.24,,
20,0.55,0.31,0.24,,
21,0.53,0.29,0.24,,
22,0.74,0.5,0.24,,
23,1.61,1.37,0.24,,
24,1.84,1.59,0.25,,
25,1.59,1.33,0.26,,
26,1.55,1.28,0.27,,
27,1.04,0.77,0.27,,
28,1.01,0.74,0.27,,
29,0.97,0.7,0.27,,
30,1.01,0.74,0.27,,
31,1.01,0.74,0.27,,
1,1.02,0.75,0.27,,
2,0.97,0.7,0.27,,
3,0.85,0.58,0.27,,
4,0.77,0.5,0.27,,
5,0.85,0.58,0.27,,
6,0.83,0.56,0.27,,
7,0.78,0.51,0.27,,
8,0.65,0.38,0.27,,
9,0.61,0.34,0.27,,
10,0.49,0.23,0.26,,
11,0.51,0.25,0.26,,
12,0.54,0.28,0.26,,
13,0.51,0.26,0.25,,
14,0.54,0.29,0.25,,
15,0.51,0.26,0.25,,
16,0.51,0.26,0.25,,
17,0.51,0.27,0.24,,
18,1.28,1.03,0.25,,
19,1.23,0.98,0.25,,
20,1.04,0.79,0.25,,
21,0.97,0.72,0.25,,
22,1.02,0.76,0.26,,
23,1.02,0.76,0.26,,
24,0.79,0.53,0.26,,
25,0.82,0.56,0.26,,
26,0.85,0.59,0.26,,
27,0.78,0.52,0.26,,
28,0.85,0.59,0.26,,
29,0.75,0.49,0.26,,
30,0.59,0.34,0.25,,
1,0.58,0.33,0.25,,
2,0.55,0.3,0.25,,
3,0.54,0.29,0.25,,
4,0.57,0.33,0.24,,
5,0.4,0.16,0.24,,
6,0.4,0.16,0.24,,
7,0.4,0.17,0.23,,
8,0.4,0.17,0.23,,
9,0.4,0.17,0.23,,
10,0.49,0.26,0.23,,
11,0.39,0.17,0.22,,
12,0.34,0.12,0.22,,
13,0.4,0.18,0.22,,
14,0.41,0.2,0.21,,
15,0.34,0.13,0.21,,
16,0.41,0.2,0.21,,
17,0.49,0.28,0.21,,
18,0.46,0.26,0.2,,
19,0.46,0.26,0.2,,
20,0.44,0.24,0.2,,
21,0.44,0.24,0.2,,
22,0.43,0.23,0.2,,
23,0.41,0.21,0.2,,
24,0.49,0.3,0.19,,
25,0.43,0.24,0.19,,
26,0.43,0.24,0.19,,
27,0.41,0.22,0.19,,
28,0.42,0.23,0.19,,
29,0.42,0.24,0.18,,
30,0.42,0.24,0.18,,
31,0.49,0.31,0.18,,
1,0.41,0.23,0.18,,
2,0.42,0.24,0.18,,
3,0.43,0.25,0.18,,
4,0.53,0.35,0.18,,
5,0.42,0.24,0.18,,
6,0.42,0.25,0.17,,
7,0.41,0.24,0.17,,
8,0.41,0.24,0.17,,
9,0.4,0.23,0.17,,
10,0.4,0.23,0.17,,
11,0.4,0.23,0.17,,
12,0.39,0.22,0.17,,
13,0.39,0.23,0.16,,
14,0.48,0.32,0.16,,
15,0.57,0.41,0.16,,
16,0.47,0.31,0.16,,
17,0.47,0.31,0.16,,
18,1.32,1.15,0.17,,
19,0.72,0.55,0.17,,
20,0.61,0.44,0.17,,
21,0.95,0.77,0.18,,
22,1.29,1.11,0.18,,
23,1.25,1.06,0.19,,
24,3.87,3.65,0.22,,
25,1.95,1.72,0.23,,
26,2.15,1.91,0.24,,
27,1.49,1.25,0.24,,
28,1.46,1.21,0.25,,
29,1.42,1.16,0.26,,
30,0.71,0.46,0.25,,
1,0.54,0.29,0.25,,
2,0.88,0.63,0.25,,
3,0.64,0.39,0.25,,
4,3.7,3.42,0.28,,
5,2.92,2.63,0.29,,
6,2.15,1.85,0.3,,
7,2.05,1.74,0.31,,
8,2.02,1.7,0.32,,
9,3.56,3.22,0.34,,
10,135.28,133.77,1.51,,
11,96.64,94.33,2.31,,
12,67.33,64.5,2.83,,
13,38.02,34.94,3.08,,
14,19.2,16.04,3.16,,
15,13.63,10.44,3.19,,
16,10.47,7.28,3.19,,
17,6.39,3.24,3.15,,
18,6.43,3.31,3.12,,
19,6.47,3.39,3.08,,
20,6.51,3.46,3.05,,
21,31.97,28.73,3.24,,
22,19.91,16.59,3.32,,
23,49.91,46.25,3.66,,
24,91.13,86.78,4.35,,
25,92.47,87.44,5.03,,
26,62.3,56.87,5.43,,
27,32.13,26.57,5.56,,
28,19.21,13.65,5.56,,
29,13.51,7.99,5.52,,
30,13.64,8.16,5.48,,
31,9.93,4.52,5.41,,
1,6.66,1.34,5.32,,
2,5.86,0.64,5.22,,
3,5.05,0,5.05,,
4,451.45,442.62,8.83,,
5,170.87,160.8,10.07,,
6,95.68,85.07,10.61,,
7,88.47,77.39,11.08,,
8,54.37,43.13,11.24,,
9,78.13,66.53,11.6,,
10,101.89,89.74,12.15,,
11,96.15,83.51,12.64,,
12,167.44,153.7,13.74,,
13,92.05,77.9,14.15,,
14,136.87,121.94,14.93,,
15,106.38,90.95,15.43,,
16,75.9,60.25,15.65,,
17,45.41,29.81,15.6,,
18,38.27,22.78,15.49,,
19,33.03,17.69,15.34,,
20,24.13,9.02,15.11,,
21,20.96,6.1,14.86,,
22,16.85,2.27,14.58,,
23,15.32,1.02,14.3,,
24,13.79,0,13.79,,
25,10.1,0,10.1,,
26,10.14,0.24,9.9,,
27,108.4,97.84,10.56,,
28,104.85,93.68,11.17,,
29,64.75,53.33,11.42,,
30,64.73,53.08,11.65,,
31,64.71,52.83,11.88,,
1,48.6,36.63,11.97,,
2,47.47,35.43,12.04,,
3,33.1,21.12,11.98,,
4,25.49,13.63,11.86,,
5,18.94,7.25,11.69,,
6,16.51,5.01,11.5,,
7,14.09,2.79,11.3,,
8,118.31,106.31,12,,
9,20.28,8.44,11.84,,
10,16.57,4.93,11.64,,
11,13.85,2.42,11.43,,
12,10.45,0,10.45,,
13,12.22,1.96,10.26,,
