           Day,    Flow (cfs),Direct Runoff (cfs),Base Flow (cfs),,Base Flow Index (BFI): 0.199
1,0.3,0.15,0.15,,
2,0.2,0.05,0.15,,
3,0.2,0.06,0.14,,
4,0.4,0.26,0.14,,
5,0.3,0.16,0.14,,
6,0.2,0.06,0.14,,
7,0.1,0,0.1,,
8,0.1,0,0.1,,
9,0.1,0,0.1,,
10,0.3,0.2,0.1,,
11,0.3,0.2,0.1,,
12,0.4,0.3,0.1,,
13,0.5,0.4,0.1,,
14,0.5,0.4,0.1,,
15,0.7,0.6,0.1,,
16,0.8,0.69,0.11,,
17,0.7,0.59,0.11,,
18,0.8,0.69,0.11,,
19,0.5,0.39,0.11,,
20,0.5,0.38,0.12,,
21,0.5,0.38,0.12,,
22,0.6,0.48,0.12,,
23,0.5,0.38,0.12,,
24,0.6,0.48,0.12,,
25,42.5,42.01,0.49,,
26,450,445.61,4.39,,
27,640,630.17,9.83,,
28,88,77.68,10.32,,
29,70.1,59.47,10.63,,
30,38,27.34,10.66,,
1,70.5,59.53,10.97,,
2,74.3,63,11.3,,
3,60,48.5,11.5,,
4,53.6,41.96,11.64,,
5,129,116.57,12.43,,
6,1347,1323.2,23.8,,
7,164.1,139.55,24.55,,
8,70,45.55,24.45,,
9,60,35.72,24.28,,
10,38,14.08,23.92,,
11,35,11.46,23.54,,
12,54,30.66,23.34,,
13,51,27.88,23.12,,
14,32,9.27,22.73,,
15,23,0.71,22.29,,
16,32.9,10.96,21.94,,
17,128,105.58,22.42,,
18,110,87.26,22.74,,
19,105,81.99,23.01,,
20,54.7,31.87,22.83,,
21,39.1,16.58,22.52,,
22,33,10.84,22.16,,
23,207,183.67,23.33,,
24,46,22.94,23.06,,
25,115,91.59,23.41,,
26,236,211.21,24.79,,
27,135,109.74,25.26,,
28,57,31.97,25.03,,
29,39,14.34,24.66,,
30,35,10.74,24.26,,
31,30,6.17,23.83,,
1,23.7,0.34,23.36,,
2,22,0,22,,
3,20.6,0,20.6,,
4,433.4,409.62,23.78,,
5,104.8,80.78,24.02,,
6,74.6,50.62,23.98,,
7,1695,1656.96,38.04,,
8,325.5,285.71,39.79,,
9,148.3,108.35,39.95,,
10,157.2,117.03,40.17,,
11,219,178.07,40.93,,
12,79,38.55,40.45,,
13,95,54.87,40.13,,
14,65,25.45,39.55,,
15,45,6.19,38.81,,
16,38,0,38,,
17,35,0,35,,
18,30,0,30,,
19,28,0,28,,
20,25,0,25,,
21,23,0,23,,
22,23,0.46,22.54,,
23,29,6.85,22.15,,
24,950,920.21,29.79,,
25,172.8,142.36,30.44,,
26,125.5,94.84,30.66,,
27,64.7,34.35,30.35,,
28,145,114.25,30.75,,
29,933.8,895.8,38,,
30,285.3,245.91,39.39,,
31,145.7,106.16,39.54,,
1,109.2,69.84,39.36,,
2,88.2,49.2,39,,
3,71.7,33.18,38.52,,
4,76,37.92,38.08,,
5,135.6,97.43,38.17,,
6,60,22.39,37.61,,
7,42,5.1,36.9,,
8,36,0,36,,
9,30,0,30,,
10,25,0,25,,
11,25,0.5,24.5,,
12,130,105.06,24.94,,
13,88,63.01,24.99,,
14,95,69.9,25.1,,
15,45,20.22,24.78,,
16,38,13.6,24.4,,
17,31.5,7.52,23.98,,
18,28,4.46,23.54,,
19,24,0.92,23.08,,
20,21.7,0,21.7,,
21,16.2,0,16.2,,
22,17.3,1.41,15.89,,
23,15,0,15,,
24,12.6,0,12.6,,
25,15,2.63,12.37,,
26,11.2,0,11.2,,
27,9.8,0,9.8,,
28,9.5,0,9.5,,
29,19.5,10.1,9.4,,
30,10.7,1.48,9.22,,
1,10,0.95,9.05,,
2,10,1.12,8.88,,
3,10.2,1.49,8.71,,
4,725,710.23,14.77,,
5,84.6,69.51,15.09,,
6,41.9,26.88,15.02,,
7,25,10.19,14.81,,
8,20.8,6.23,14.57,,
9,16.8,2.5,14.3,,
10,13.8,0,13.8,,
11,13,0,13,,
12,8.1,0,8.1,,
13,9,1.05,7.95,,
14,8.7,0.9,7.8,,
15,8,0.36,7.64,,
16,8,0.51,7.49,,
17,6.6,0,6.6,,
18,6.4,0,6.4,,
19,5.9,0,5.9,,
20,5.8,0.02,5.78,,
21,8,2.31,5.69,,
22,8,2.41,5.59,,
23,8,2.5,5.5,,
24,12.3,6.85,5.45,,
25,12.4,6.99,5.41,,
26,11.7,6.35,5.35,,
27,9.2,3.92,5.28,,
28,7.8,2.6,5.2,,
29,8.2,3.08,5.12,,
30,7.5,2.46,5.04,,
31,6.9,1.94,4.96,,
1,5.3,0.44,4.86,,
2,5.8,1.03,4.77,,
3,5.6,0.91,4.69,,
4,5.4,0.8,4.6,,
5,5.2,0.69,4.51,,
6,4,0,4,,
7,4,0.08,3.92,,
8,3.8,0,3.8,,
9,3.5,0,3.5,,
10,4,0.57,3.43,,
11,3,0,3,,
12,3,0.06,2.94,,
13,3,0.12,2.88,,
14,2.4,0,2.4,,
15,2.6,0.25,2.35,,
16,2.4,0.09,2.31,,
17,2.4,0.14,2.26,,
18,2.2,0,2.2,,
19,2.1,0,2.1,,
20,2,0,2,,
21,2,0.04,1.96,,
22,2,0.08,1.92,,
23,2.6,0.71,1.89,,
24,465,459.12,5.88,,
25,92,85.49,6.51,,
26,34.2,27.57,6.63,,
27,23,16.36,6.64,,
28,25.8,19.13,6.67,,
29,20.2,13.54,6.66,,
30,17.5,10.88,6.62,,
1,14.5,7.94,6.56,,
2,21.5,14.94,6.56,,
3,13.3,6.81,6.49,,
4,10.6,4.21,6.39,,
5,9.6,3.31,6.29,,
6,9.1,2.91,6.19,,
7,8.2,2.11,6.09,,
8,7.4,1.42,5.98,,
9,6.9,1.03,5.87,,
10,6.6,0.84,5.76,,
11,6.3,0.65,5.65,,
12,6,0.46,5.54,,
13,5.8,0.37,5.43,,
14,5.5,0.17,5.33,,
15,5.2,0,5.2,,
16,4.9,0,4.9,,
17,4.9,0.1,4.8,,
18,4.9,0.19,4.71,,
19,4.9,0.28,4.62,,
20,4.7,0.17,4.53,,
21,4.7,0.26,4.44,,
22,4.5,0.15,4.35,,
23,4.2,0,4.2,,
24,4.2,0.08,4.12,,
25,4.2,0.16,4.04,,
26,3.8,0,3.8,,
27,3,0,3,,
28,2.9,0,2.9,,
29,3,0.16,2.84,,
30,2.9,0.11,2.79,,
31,2.9,0.17,2.73,,
1,2.9,0.22,2.68,,
2,2.6,0,2.6,,
3,2.5,0,2.5,,
4,2.5,0.05,2.45,,
5,2.5,0.1,2.4,,
6,2.5,0.14,2.36,,
7,2.4,0.09,2.31,,
8,2.4,0.14,2.26,,
9,2.6,0.38,2.22,,
10,3.3,1.11,2.19,,
11,2.6,0.45,2.15,,
12,3,0.89,2.11,,
13,2.4,0.33,2.07,,
14,2.4,0.37,2.03,,
15,2.4,0.4,2,,
16,2.4,0.44,1.96,,
17,2,0.08,1.92,,
18,1.9,0.02,1.88,,
19,1.9,0.05,1.85,,
20,1.9,0.09,1.81,,
21,2.4,0.62,1.78,,
22,2.5,0.75,1.75,,
23,2.8,1.07,1.73,,
24,2.5,0.8,1.7,,
25,2.5,0.83,1.67,,
26,2.5,0.85,1.65,,
27,2.4,0.78,1.62,,
28,2.4,0.81,1.59,,
29,2.4,0.83,1.57,,
30,2,0.46,1.54,,
31,2.5,0.98,1.52,,
1,2.7,1.2,1.5,,
2,2.7,1.22,1.48,,
3,4.1,2.63,1.47,,
4,3.3,1.84,1.46,,
5,3,1.55,1.45,,
6,2.9,1.47,1.43,,
7,2.7,1.29,1.41,,
8,2.7,1.3,1.4,,
9,4.9,3.5,1.4,,
10,3.9,2.51,1.39,,
11,3.3,1.92,1.38,,
12,3.1,1.73,1.37,,
13,3,1.64,1.36,,
14,2.9,1.56,1.34,,
15,2.8,1.47,1.33,,
16,2.4,1.09,1.31,,
17,6.4,5.07,1.33,,
18,8.9,7.53,1.37,,
19,7.8,6.4,1.4,,
20,6.1,4.69,1.41,,
21,3.9,2.5,1.4,,
22,3.3,1.91,1.39,,
23,3.2,1.82,1.38,,
24,3,1.63,1.37,,
25,2.3,0.95,1.35,,
26,2.4,1.07,1.33,,
27,2,0.69,1.31,,
28,1.8,0.51,1.29,,
1,1.6,0.33,1.27,,
2,1.5,0.26,1.24,,
3,1.5,0.28,1.22,,
4,1.4,0.2,1.2,,
5,1.2,0.03,1.17,,
6,1.2,0.05,1.15,,
7,1.2,0.07,1.13,,
8,1,0,1,,
9,1.1,0.12,0.98,,
10,1.1,0.14,0.96,,
11,1.1,0.16,0.94,,
12,1.2,0.27,0.93,,
13,1.4,0.49,0.91,,
14,1.3,0.4,0.9,,
15,1.3,0.42,0.88,,
16,1.4,0.53,0.87,,
17,2,1.14,0.86,,
18,1.7,0.85,0.85,,
19,1.4,0.56,0.84,,
20,1.2,0.37,0.83,,
21,1.1,0.29,0.81,,
22,1.1,0.3,0.8,,
23,1.2,0.41,0.79,,
24,1.1,0.32,0.78,,
25,1,0.24,0.76,,
26,1,0.25,0.75,,
27,1,0.26,0.74,,
28,1,0.28,0.72,,
29,1,0.29,0.71,,
30,1,0.3,0.7,,
31,0.9,0.21,0.69,,
1,1,0.32,0.68,,
2,0.9,0.23,0.67,,
3,0.9,0.25,0.65,,
4,0.8,0.16,0.64,,
5,0.8,0.17,0.63,,
6,0.8,0.18,0.62,,
7,0.8,0.19,0.61,,
8,0.8,0.2,0.6,,
9,0.8,0.21,0.59,,
10,0.7,0.12,0.58,,
11,0.8,0.23,0.57,,
12,0.8,0.24,0.56,,
13,0.8,0.25,0.55,,
14,0.7,0.16,0.54,,
15,0.7,0.17,0.53,,
16,0.7,0.18,0.52,,
17,0.6,0.09,0.51,,
18,0.6,0.1,0.5,,
19,0.6,0.11,0.49,,
20,0.6,0.11,0.49,,
21,0.6,0.12,0.48,,
22,0.6,0.13,0.47,,
23,0.6,0.14,0.46,,
24,0.6,0.15,0.45,,
25,1.1,0.65,0.45,,
26,1.7,1.25,0.45,,
27,1.6,1.15,0.45,,
28,1.3,0.85,0.45,,
29,1.1,0.65,0.45,,
30,1,0.56,0.44,,
1,1.1,0.66,0.44,,
2,1.1,0.66,0.44,,
3,1.1,0.67,0.43,,
4,1.1,0.67,0.43,,
5,0.9,0.47,0.43,,
6,0.9,0.48,0.42,,
7,0.9,0.48,0.42,,
8,0.8,0.39,0.41,,
9,0.8,0.39,0.41,,
10,0.8,0.4,0.4,,
11,0.8,0.4,0.4,,
12,0.8,0.41,0.39,,
13,0.8,0.41,0.39,,
14,0.8,0.41,0.39,,
15,0.8,0.42,0.38,,
16,0.8,0.42,0.38,,
17,0.7,0.33,0.37,,
18,0.7,0.33,0.37,,
19,0.7,0.34,0.36,,
20,0.7,0.34,0.36,,
21,0.7,0.34,0.36,,
22,0.8,0.45,0.35,,
23,0.8,0.45,0.35,,
24,0.8,0.45,0.35,,
25,0.8,0.46,0.34,,
26,0.7,0.36,0.34,,
27,0.7,0.36,0.34,,
28,0.7,0.37,0.33,,
29,0.7,0.37,0.33,,
30,0.7,0.37,0.33,,
31,0.7,0.38,0.32,,
1,0.7,0.38,0.32,,
2,0.7,0.38,0.32,,
3,0.7,0.39,0.31,,
4,0.7,0.39,0.31,,
5,0.7,0.39,0.31,,
6,0.7,0.39,0.31,,
7,0.8,0.5,0.3,,
8,0.8,0.5,0.3,,
9,0.8,0.5,0.3,,
10,0.8,0.5,0.3,,
11,0.8,0.5,0.3,,
12,0.8,0.5,0.3,,
13,0.8,0.51,0.29,,
14,0.8,0.51,0.29,,
15,0.8,0.51,0.29,,
16,1.3,1.01,0.29,,
17,1.3,1,0.3,,
18,1,0.7,0.3,,
19,1.3,1,0.3,,
20,42,41.34,0.66,,
21,22,21.17,0.83,,
22,16,15.05,0.95,,
23,7,6.02,0.98,,
24,6.4,5.39,1.01,,
25,6.4,5.37,1.03,,
26,6,4.94,1.06,,
27,4.8,3.73,1.07,,
28,12,10.86,1.14,,
29,24,22.68,1.32,,
30,24.6,23.1,1.5,,
1,28.5,26.8,1.7,,
2,32,30.07,1.93,,
3,63.1,60.68,2.42,,
4,62,59.11,2.89,,
5,26.2,23.16,3.04,,
6,71.9,68.32,3.58,,
7,69.7,65.62,4.08,,
8,48,43.62,4.38,,
9,42,37.38,4.62,,
10,104,98.6,5.4,,
11,72.8,66.92,5.88,,
12,286.4,278.2,8.2,,
13,380,368.73,11.27,,
14,152.9,140.62,12.28,,
15,51.6,39.22,12.38,,
16,110,97.02,12.98,,
17,40.1,27.14,12.96,,
18,27.5,14.67,12.83,,
19,25.9,13.21,12.69,,
20,18.1,5.61,12.49,,
21,20.5,8.19,12.31,,
22,23.4,11.24,12.16,,
23,46,33.78,12.22,,
24,116,103.12,12.88,,
25,77,63.82,13.18,,
26,238,223.13,14.87,,
27,108,92.61,15.39,,
28,49,33.62,15.38,,
29,39,23.72,15.28,,
30,37,21.84,15.16,,
31,46.8,31.66,15.14,,
1,53.4,38.23,15.17,,
2,50.1,34.93,15.17,,
3,32.7,17.67,15.03,,
4,25.5,10.68,14.82,,
5,37.3,22.58,14.72,,
6,144,128.45,15.55,,
7,62.5,46.85,15.65,,
8,48,32.38,15.62,,
9,57.7,42.02,15.68,,
10,70.7,54.85,15.85,,
11,55.5,39.62,15.88,,
12,49.9,34.04,15.86,,
13,37,21.27,15.73,,
14,35.9,20.31,15.59,,
15,1280,1253.71,26.29,,
16,1116.5,1081.25,35.25,,
17,268.7,232.12,36.58,,
18,123,86.39,36.61,,
19,84.9,48.6,36.3,,
20,84.9,48.89,36.01,,
21,69.9,34.31,35.59,,
22,62,26.89,35.11,,
23,60.2,25.57,34.63,,
24,121.1,86.4,34.7,,
25,138,103.09,34.91,,
26,140.4,105.26,35.14,,
27,96,61.03,34.97,,
28,170.8,135.34,35.46,,
29,221.7,185.33,36.37,,
30,108,71.72,36.28,,
31,68,32.17,35.83,,
1,63.4,28.04,35.36,,
2,51.8,17,34.8,,
3,40,5.84,34.16,,
4,51.3,17.67,33.63,,
5,38,5,33,,
6,32,0,32,,
7,28.7,0,28.7,,
8,24.8,0,24.8,,
9,24,0,24,,
10,22.8,0,22.8,,
11,17.6,0,17.6,,
12,16.4,0,16.4,,
13,15.3,0,15.3,,
14,12.9,0,12.9,,
15,11.3,0,11.3,,
16,15.1,3.99,11.11,,
17,15,4.08,10.92,,
18,66.2,55.01,11.19,,
19,23.6,12.53,11.07,,
20,17,6.09,10.91,,
21,31,20.14,10.86,,
22,18.6,7.88,10.72,,
23,12.6,2.08,10.52,,
24,13.5,3.16,10.34,,
25,12.8,2.65,10.15,,
26,13.6,3.62,9.98,,
27,10.8,1.01,9.79,,
28,11,1.39,9.61,,
29,10.3,0.88,9.42,,
30,9.6,0.36,9.24,,
1,10,0.94,9.06,,
2,9.8,0.91,8.89,,
3,7.7,0,7.7,,
4,6.9,0,6.9,,
5,6.9,0.14,6.76,,
6,6.8,0.17,6.63,,
7,6.7,0.2,6.5,,
8,7,0.63,6.37,,
9,5.9,0,5.9,,
10,6.5,0.71,5.79,,
11,6.5,0.82,5.68,,
12,4.5,0,4.5,,
13,5.1,0.68,4.42,,
14,5.1,0.77,4.33,,
15,6,1.74,4.26,,
16,5,0.82,4.18,,
17,4.8,0.69,4.11,,
18,4.6,0.57,4.03,,
19,4.5,0.55,3.95,,
20,5,1.12,3.88,,
21,5.3,1.48,3.82,,
22,5.4,1.64,3.76,,
23,4.1,0.41,3.69,,
24,3.9,0.28,3.62,,
25,3.5,0,3.5,,
26,3.7,0.27,3.43,,
27,3.8,0.43,3.37,,
28,5,1.69,3.31,,
29,5,1.74,3.26,,
30,3.8,0.6,3.2,,
31,5,1.84,3.16,,
1,5,1.89,3.11,,
2,4.8,1.74,3.06,,
3,3.6,0.59,3.01,,
4,3.6,0.65,2.95,,
5,4.6,1.69,2.91,,
6,2.6,0,2.6,,
7,2.6,0.05,2.55,,
8,2.5,0,2.5,,
9,2.5,0.05,2.45,,
10,2.5,0.1,2.4,,
11,2.3,0,2.3,,
12,4,1.73,2.27,,
13,2.3,0.08,2.22,,
14,3,0.81,2.19,,
15,2.2,0.06,2.14,,
16,2.1,0,2.1,,
17,2.2,0.14,2.06,,
18,1.8,0,1.8,,
19,2.6,0.83,1.77,,
20,2,0.26,1.74,,
21,1.8,0.1,1.7,,
22,1.9,0.23,1.67,,
23,1.6,0,1.6,,
24,1.8,0.23,1.57,,
25,1.8,0.26,1.54,,
26,2.2,0.68,1.52,,
27,1.7,0.21,1.49,,
28,1.7,0.24,1.46,,
29,1.7,0.27,1.43,,
30,2,0.59,1.41,,
1,2.8,1.41,1.39,,
2,2.6,1.22,1.38,,
3,10.8,9.37,1.43,,
4,13.2,11.69,1.51,,
5,11.4,9.84,1.56,,
6,5.7,4.13,1.57,,
7,4.9,3.34,1.56,,
8,4.1,2.54,1.56,,
9,3.9,2.35,1.55,,
10,3.5,1.97,1.53,,
11,2.8,1.29,1.51,,
12,2.8,1.31,1.49,,
13,2.5,1.03,1.47,,
14,2.5,1.05,1.45,,
15,2.5,1.07,1.43,,
16,2.4,0.99,1.41,,
17,2.8,1.4,1.4,,
18,2.4,1.02,1.38,,
19,2.3,0.94,1.36,,
20,2.6,1.26,1.34,,
21,2.6,1.27,1.33,,
22,1.9,0.59,1.31,,
23,1.9,0.62,1.28,,
24,1.8,0.54,1.26,,
25,1.8,0.56,1.24,,
26,2,0.77,1.23,,
27,2,0.79,1.21,,
28,2,0.81,1.19,,
29,2.1,0.93,1.17,,
30,2,0.84,1.16,,
31,1.8,0.66,1.14,,
1,2,0.87,1.13,,
2,2,0.89,1.11,,
3,1.9,0.8,1.1,,
4,1.9,0.82,1.08,,
5,1.7,0.63,1.07,,
6,1.5,0.45,1.05,,
7,1.8,0.77,1.03,,
8,1.6,0.58,1.02,,
9,1.5,0.5,1,,
10,1.3,0.31,0.99,,
11,1.3,0.33,0.97,,
12,1.2,0.25,0.95,,
13,1.4,0.46,0.94,,
14,1.7,0.78,0.92,,
15,1.4,0.49,0.91,,
16,1.5,0.6,0.9,,
17,1.5,0.62,0.88,,
18,1.5,0.63,0.87,,
19,1.5,0.64,0.86,,
20,2.3,1.44,0.86,,
21,2.3,1.45,0.85,,
22,4.1,3.24,0.86,,
23,4,3.13,0.87,,
24,2.9,2.03,0.87,,
25,2.5,1.63,0.87,,
26,2.4,1.53,0.87,,
27,2.7,1.83,0.87,,
28,2.4,1.54,0.86,,
29,4.1,3.23,0.87,,
30,6.2,5.3,0.9,,
31,4.4,3.49,0.91,,
1,2.8,1.89,0.91,,
2,3.9,2.98,0.92,,
3,2.4,1.49,0.91,,
4,2.7,1.79,0.91,,
5,2.5,1.59,0.91,,
6,2.1,1.2,0.9,,
7,3,2.1,0.9,,
8,5.5,4.58,0.92,,
9,7.2,6.24,0.96,,
10,4.9,3.93,0.97,,
11,3.5,2.52,0.98,,
12,4.3,3.31,0.99,,
13,3.9,2.91,0.99,,
14,2.7,1.71,0.99,,
15,2.6,1.62,0.98,,
16,2.6,1.62,0.98,,
17,3.6,2.62,0.98,,
18,6.3,5.29,1.01,,
19,7.6,6.56,1.04,,
20,6.8,5.73,1.07,,
21,5.1,4.01,1.09,,
22,3.5,2.41,1.09,,
23,3.5,2.41,1.09,,
24,3.2,2.12,1.08,,
25,3.2,2.12,1.08,,
26,2.8,1.73,1.07,,
27,2.5,1.44,1.06,,
28,2.5,1.44,1.06,,
1,2.3,1.25,1.05,,
2,2.3,1.26,1.04,,
3,2.2,1.17,1.03,,
4,1.7,0.69,1.01,,
5,1.9,0.9,1,,
6,1.9,0.91,0.99,,
7,2,1.02,0.98,,
8,2,1.03,0.97,,
9,1.9,0.95,0.95,,
10,1.7,0.76,0.94,,
11,1.7,0.77,0.93,,
12,1.7,0.78,0.92,,
13,1.6,0.69,0.91,,
14,1.5,0.61,0.89,,
15,1.8,0.92,0.88,,
16,1.7,0.83,0.87,,
17,1.8,0.94,0.86,,
18,1.4,0.55,0.85,,
19,1.8,0.96,0.84,,
20,1.6,0.77,0.83,,
21,1.6,0.78,0.82,,
22,1.6,0.79,0.81,,
23,1.5,0.7,0.8,,
24,1.5,0.71,0.79,,
25,1.4,0.62,0.78,,
26,1.3,0.53,0.77,,
27,1.3,0.54,0.76,,
28,1.6,0.85,0.75,,
29,1.2,0.46,0.74,,
30,1.2,0.47,0.73,,
31,1.4,0.68,0.72,,
1,1.4,0.69,0.71,,
2,1.4,0.69,0.71,,
3,1.4,0.7,0.7,,
4,1.4,0.71,0.69,,
5,1.4,0.72,0.68,,
6,1.4,0.72,0.68,,
7,1.6,0.93,0.67,,
8,1.3,0.64,0.66,,
9,1.4,0.74,0.66,,
10,1.3,0.65,0.65,,
11,1.3,0.66,0.64,,
12,1.3,0.67,0.63,,
13,1.3,0.67,0.63,,
14,1.3,0.68,0.62,,
15,1.3,0.69,0.61,,
16,1.3,0.69,0.61,,
17,1.3,0.7,0.6,,
18,1.3,0.7,0.6,,
19,1.3,0.71,0.59,,
20,1.3,0.71,0.59,,
21,1.3,0.72,0.58,,
22,1.3,0.73,0.57,,
23,1.1,0.53,0.57,,
24,1.1,0.54,0.56,,
25,1.1,0.55,0.55,,
26,1.2,0.65,0.55,,
27,1.1,0.56,0.54,,
28,1.1,0.56,0.54,,
29,1.3,0.77,0.53,,
30,1.3,0.77,0.53,,
1,1.3,0.77,0.53,,
2,1.1,0.58,0.52,,
3,1.1,0.59,0.51,,
4,1.2,0.69,0.51,,
5,1.2,0.69,0.51,,
6,1.2,0.7,0.5,,
7,1.2,0.7,0.5,,
8,1.2,0.71,0.49,,
9,1.2,0.71,0.49,,
10,1.2,0.71,0.49,,
11,1.2,0.72,0.48,,
12,1.2,0.72,0.48,,
13,1.2,0.72,0.48,,
14,1.2,0.73,0.47,,
15,1.2,0.73,0.47,,
16,1.2,0.73,0.47,,
17,1.3,0.83,0.47,,
18,1.1,0.64,0.46,,
19,1,0.54,0.46,,
20,1.1,0.65,0.45,,
21,1.1,0.65,0.45,,
22,1.2,0.75,0.45,,
23,1.1,0.65,0.45,,
24,1.1,0.66,0.44,,
25,1,0.56,0.44,,
26,1,0.57,0.43,,
27,1.1,0.67,0.43,,
28,1.2,0.77,0.43,,
29,1.2,0.77,0.43,,
30,1.1,0.67,0.43,,
31,1.1,0.68,0.42,,
1,1.1,0.68,0.42,,
2,1.1,0.68,0.42,,
3,1.1,0.68,0.42,,
4,1.1,0.69,0.41,,
5,1.1,0.69,0.41,,
6,1.3,0.89,0.41,,
7,1.1,0.69,0.41,,
8,1.2,0.79,0.41,,
9,1.2,0.79,0.41,,
10,1.1,0.7,0.4,,
11,1.1,0.7,0.4,,
12,1,0.6,0.4,,
13,1.2,0.8,0.4,,
14,1.3,0.9,0.4,,
15,1.2,0.8,0.4,,
16,1.2,0.8,0.4,,
17,1.1,0.71,0.39,,
18,1.3,0.91,0.39,,
19,1.3,0.91,0.39,,
20,1.2,0.81,0.39,,
21,1.2,0.81,0.39,,
22,1.2,0.81,0.39,,
23,1.4,1.01,0.39,,
24,1,0.61,0.39,,
25,55.3,54.44,0.86,,
26,88.9,87.29,1.61,,
27,44.3,42.35,1.95,,
28,13.3,11.29,2.01,,
29,6.5,4.49,2.01,,
30,7.5,5.48,2.02,,
1,3,1.01,1.99,,
2,4.5,2.53,1.97,,
3,2.5,0.57,1.93,,
4,2.1,0.2,1.9,,
5,2.1,0.24,1.86,,
6,1.9,0.08,1.82,,
7,1.9,0.11,1.79,,
8,2,0.25,1.75,,
9,3.7,1.96,1.74,,
10,6.8,5.05,1.75,,
11,17,15.16,1.84,,
12,18,16.05,1.95,,
13,24,21.9,2.1,,
14,58,55.45,2.55,,
15,21,18.34,2.66,,
16,23.5,20.71,2.79,,
17,70,66.68,3.32,,
18,74.3,70.43,3.87,,
19,34.4,30.34,4.06,,
20,20.3,16.18,4.12,,
21,9.7,5.62,4.08,,
22,7,2.97,4.03,,
23,29,24.83,4.17,,
24,5.4,1.31,4.09,,
25,56.9,52.43,4.47,,
26,190,184,6,,
27,36,29.86,6.14,,
28,20,13.86,6.14,,
29,14,7.91,6.09,,
30,104,97.18,6.82,,
31,18,11.22,6.78,,
1,12.5,5.81,6.69,,
2,11.6,5,6.6,,
3,141.2,133.56,7.64,,
4,265.7,255.96,9.74,,
5,138,127.34,10.66,,
6,62.4,51.5,10.9,,
7,74.1,62.87,11.23,,
8,95.3,83.56,11.74,,
9,2056.2,2026.9,29.3,,
10,174.9,144.92,29.98,,
11,100.6,70.6,30,,
12,106,75.93,30.07,,
13,46.3,16.69,29.61,,
14,32.3,3.25,29.05,,
15,27,0,27,,
16,29.5,3.01,26.49,,
17,26.7,0.74,25.96,,
18,19.6,0,19.6,,
19,19,0,19,,
20,14.3,0,14.3,,
21,14,0,14,,
22,11.2,0,11.2,,
23,11.3,0.32,10.98,,
24,10.1,0,10.1,,
25,12,2.08,9.92,,
26,11,1.27,9.73,,
27,10,0.46,9.54,,
28,9.5,0.15,9.35,,
29,7.1,0,7.1,,
30,10,3.02,6.98,,
31,9.8,2.93,6.87,,
1,10,3.24,6.76,,
2,26,19.21,6.79,,
3,31.7,24.82,6.88,,
4,11,4.22,6.78,,
5,8.7,2.04,6.66,,
6,8.3,1.76,6.54,,
7,6.5,0.09,6.41,,
8,6.3,0.02,6.28,,
9,7,0.84,6.16,,
10,4.6,0,4.6,,
11,3.9,0,3.9,,
12,4.1,0.28,3.82,,
13,4.3,0.55,3.75,,
14,9.2,5.47,3.73,,
15,8.4,4.71,3.69,,
16,9.5,5.83,3.67,,
17,6.2,2.58,3.62,,
18,5.5,1.94,3.56,,
19,5.2,1.69,3.51,,
20,7.7,4.23,3.47,,
21,6.8,3.37,3.43,,
22,6.8,3.4,3.4,,
23,9.5,6.12,3.38,,
24,6.3,2.96,3.34,,
25,5.1,1.81,3.29,,
26,3.7,0.47,3.23,,
27,4.3,1.13,3.17,,
28,3.8,0.68,3.12,,
29,4.1,1.04,3.06,,
30,5,1.98,3.02,,
1,3,0.04,2.96,,
2,2.9,0,2.9,,
3,2.8,0,2.8,,
4,2.7,0,2.7,,
5,2.7,0.05,2.65,,
6,2.3,0,2.3,,
7,3,0.74,2.26,,
8,2.9,0.68,2.22,,
9,2.5,0.32,2.18,,
10,2.6,0.46,2.14,,
11,1.9,0,1.9,,
12,1.6,0,1.6,,
13,1.6,0.03,1.57,,
14,1.6,0.06,1.54,,
15,1.6,0.09,1.51,,
16,1.7,0.22,1.48,,
17,1.6,0.15,1.45,,
18,1.6,0.18,1.42,,
19,1.7,0.3,1.4,,
20,3,1.62,1.38,,
21,3,1.63,1.37,,
22,1.5,0.16,1.34,,
23,1.3,0,1.3,,
24,1.6,0.32,1.28,,
25,1.6,0.35,1.25,,
26,1.6,0.37,1.23,,
27,1.6,0.39,1.21,,
28,2.5,1.3,1.2,,
29,1.5,0.32,1.18,,
30,1.5,0.34,1.16,,
31,1.7,0.56,1.14,,
1,1.4,0.28,1.12,,
2,1.4,0.3,1.1,,
3,1.4,0.32,1.08,,
4,4,2.92,1.08,,
5,1.3,0.24,1.06,,
6,1.3,0.26,1.04,,
7,1.4,0.37,1.03,,
8,1.2,0.19,1.01,,
9,1.3,0.31,0.99,,
10,1.3,0.33,0.97,,
11,4.1,3.12,0.98,,
12,1.2,0.24,0.96,,
13,1.2,0.25,0.95,,
14,1.2,0.27,0.93,,
15,1.1,0.19,0.91,,
16,1.1,0.2,0.9,,
17,1.1,0.22,0.88,,
18,4,3.11,0.89,,
19,1.2,0.32,0.88,,
20,1.2,0.34,0.86,,
21,1.2,0.35,0.85,,
22,1.1,0.27,0.83,,
23,1.1,0.28,0.82,,
24,1.1,0.3,0.8,,
25,3,2.19,0.81,,
26,1.2,0.4,0.8,,
27,1.1,0.32,0.78,,
28,1.3,0.53,0.77,,
29,1.4,0.64,0.76,,
